#From;To;Type;Through;Data;Comment
#
# American Straits
#
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain
1225;1594;impassable;0;0;scary mountain
1226;1594;impassable;0;0;scary mountain


#
# The canals  
#
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal

#SR Locking down Panama Canal
1723;2204;impassable;0;0;scary mountain
1723;2206;impassable;0;0;scary mountain

# SR Greenland/Carribean to Ocean
2591;2936;impassable;0;0;scary coast
2636;2937;impassable;0;0;scary coast
2209;2965;impassable;0;0;scary coast
2209;2966;impassable;0;0;scary coast

# SR Ocean to America
2956;200;impassable;0;0;scary coast
2956;199;impassable;0;0;scary coast
2958;200;impassable;0;0;scary coast
2968;2200;impassable;0;0;scary coast
2968;2198;impassable;0;0;scary coast
2968;2203;impassable;0;0;scary coast
2968;2205;impassable;0;0;scary coast
2968;2206;impassable;0;0;scary coast
2968;2204;impassable;0;0;scary coast
2968;2208;impassable;0;0;scary coast
2968;2253;impassable;0;0;scary coast
2968;2254;impassable;0;0;scary coast
2968;2255;impassable;0;0;scary coast
2975;2269;impassable;0;0;scary coast
2975;2276;impassable;0;0;scary coast
2992;2400;impassable;0;0;scary coast
2992;2335;impassable;0;0;scary coast
2992;2399;impassable;0;0;scary coast
2992;2344;impassable;0;0;scary coast
3248;2344;impassable;0;0;scary coast
2947;77;impassable;0;0;scary coast
2947;74;impassable;0;0;scary coast
2948;74;impassable;0;0;scary coast
2948;75;impassable;0;0;scary coast
3022;71;impassable;0;0;scary coast
3022;72;impassable;0;0;scary coast
3135;4;impassable;0;0;scary coast
3134;4;impassable;0;0;scary coast
3132;4;impassable;0;0;scary coast
3130;5;impassable;0;0;scary coast
3002;2194;impassable;0;0;scary coast
3002;3003;impassable;0;0;scary coast
3002;2192;impassable;0;0;scary coast
3002;2193;impassable;0;0;scary coast
3002;2199;impassable;0;0;scary coast
3002;2197;impassable;0;0;scary coast
3002;2202;impassable;0;0;scary coast
3002;2201;impassable;0;0;scary coast
3001;2205;impassable;0;0;scary coast
3001;2201;impassable;0;0;scary coast
3001;2206;impassable;0;0;scary coast
3001;2205;impassable;0;0;scary coast
3001;2204;impassable;0;0;scary coast
3001;2208;impassable;0;0;scary coast
3001;2253;impassable;0;0;scary coast
3000;2281;impassable;0;0;scary coast
3002;2201;impassable;0;0;scary coast
3002;2202;impassable;0;0;scary coast
3002;2198;impassable;0;0;scary coast
3002;2199;impassable;0;0;scary coast
3002;2193;impassable;0;0;scary coast
3002;2192;impassable;0;0;scary coast
3002;2191;impassable;0;0;scary coast
3000;2281;impassable;0;0;scary coast
3000;2258;impassable;0;0;scary coast


# SR American Oceans
2935;2936;impassable;0;0;scary tsunami
2935;2937;impassable;0;0;scary tsunami
2949;2946;impassable;0;0;scary tsunami
2949;2948;impassable;0;0;scary tsunami
2950;2948;impassable;0;0;scary tsunami
2950;2947;impassable;0;0;scary tsunami
3018;2947;impassable;0;0;scary tsunami
3024;2954;impassable;0;0;scary tsunami
3024;2955;impassable;0;0;scary tsunami
2958;2959;impassable;0;0;scary tsunami
2958;2965;impassable;0;0;scary tsunami
2966;2965;impassable;0;0;scary tsunami
2971;2966;impassable;0;0;scary tsunami
2971;2967;impassable;0;0;scary tsunami
2970;2967;impassable;0;0;scary tsunami
2970;2972;impassable;0;0;scary tsunami
2969;2972;impassable;0;0;scary tsunami
2974;2972;impassable;0;0;scary tsunami
2976;2973;impassable;0;0;scary tsunami
2975;2973;impassable;0;0;scary tsunami
2975;2980;impassable;0;0;scary tsunami
3029;2980;impassable;0;0;scary tsunami
3029;2981;impassable;0;0;scary tsunami
3205;2981;impassable;0;0;scary tsunami
3205;2981;impassable;0;0;scary tsunami
3205;2982;impassable;0;0;scary tsunami
3205;2983;impassable;0;0;scary tsunami
3030;2983;impassable;0;0;scary tsunami
3030;2984;impassable;0;0;scary tsunami
3037;2984;impassable;0;0;scary tsunami
3049;2984;impassable;0;0;scary tsunami
3049;2985;impassable;0;0;scary tsunami
3049;2986;impassable;0;0;scary tsunami
3044;2986;impassable;0;0;scary tsunami
3043;2987;impassable;0;0;scary tsunami
3042;2987;impassable;0;0;scary tsunami
3042;2988;impassable;0;0;scary tsunami
3042;2989;impassable;0;0;scary tsunami
3041;2989;impassable;0;0;scary tsunami
3041;2990;impassable;0;0;scary tsunami
3040;2990;impassable;0;0;scary tsunami
3040;2991;impassable;0;0;scary tsunami
3048;2991;impassable;0;0;scary tsunami
3198;2993;impassable;0;0;scary tsunami
3199;2994;impassable;0;0;scary tsunami
3193;2994;impassable;0;0;scary tsunami
3193;2995;impassable;0;0;scary tsunami
3196;2995;impassable;0;0;scary tsunami
3196;2996;impassable;0;0;scary tsunami
3196;2997;impassable;0;0;scary tsunami
3196;2998;impassable;0;0;scary tsunami
3171;2998;impassable;0;0;scary tsunami
3158;2998;impassable;0;0;scary tsunami
3158;2999;impassable;0;0;scary tsunami
3156;3003;impassable;0;0;scary tsunami
3155;3003;impassable;0;0;scary tsunami
3155;3004;impassable;0;0;scary tsunami
3155;3005;impassable;0;0;scary tsunami
3154;3005;impassable;0;0;scary tsunami
3154;3006;impassable;0;0;scary tsunami
3154;3007;impassable;0;0;scary tsunami
3160;3007;impassable;0;0;scary tsunami
3161;3007;impassable;0;0;scary tsunami
3148;3007;impassable;0;0;scary tsunami
3148;3008;impassable;0;0;scary tsunami
3141;3008;impassable;0;0;scary tsunami
3148;3009;impassable;0;0;scary tsunami
3147;3009;impassable;0;0;scary tsunami
3140;3009;impassable;0;0;scary tsunami
3140;3010;impassable;0;0;scary tsunami
3137;3011;impassable;0;0;scary tsunami
3137;3012;impassable;0;0;scary tsunami
3135;3013;impassable;0;0;scary tsunami
3134;3133;impassable;0;0;scary tsunami
3132;3133;impassable;0;0;scary tsunami
3131;3133;impassable;0;0;scary tsunami
3131;3015;impassable;0;0;scary tsunami
3130;3015;impassable;0;0;scary tsunami
2968;2967;impassable;0;0;scary tsunami
2956;2955;impassable;0;0;scary tsunami
3023;2954;impassable;0;0;scary tsunami
3023;2953;impassable;0;0;scary tsunami
3023;2952;impassable;0;0;scary tsunami
3023;2954;impassable;0;0;scary tsunami
3023;2945;impassable;0;0;scary tsunami
3023;2955;impassable;0;0;scary tsunami
3022;2944;impassable;0;0;scary tsunami
3022;2945;impassable;0;0;scary tsunami
2947;2944;impassable;0;0;scary tsunami
2948;2946;impassable;0;0;scary tsunami
3206;2981;impassable;0;0;scary tsunami
3206;2982;impassable;0;0;scary tsunami
3206;2983;impassable;0;0;scary tsunami
3043;2986;impassable;0;0;scary tsunami
2992;2991;impassable;0;0;scary tsunami
2992;2993;impassable;0;0;scary tsunami
3248;2993;impassable;0;0;scary tsunami
3199;2993;impassable;0;0;scary tsunami
3157;2999;impassable;0;0;scary tsunami
3156;3004;impassable;0;0;scary tsunami
3007;3006;impassable;0;0;scary tsunami
3141;3009;impassable;0;0;scary tsunami
3135;3014;impassable;0;0;scary tsunami
3199;2993;impassable;0;0;scary tsunami
3000;2999;impassable;0;0;scary coast
